step,complexity,noise,solved,failed,time,overload,crisis_mode,avg_crisis,I,C,Ccrit
73,0.9962570965003537,0.07344302720827775,1,0,1.0627301113377683,0.06970012370863143,0,0.1690247384551323,0.0,0.0,0.0
74,1.1214952388551507,0.17139932129050098,1,0,1.25,0.0,1,0.21363261449897958,0.0,0.0,0.0
75,0.9215364987793782,-0.021802426435856684,1,0,1.25,0.0,1,0.21363261449897958,0.0,0.0,0.0
76,1.361920589459423,0.11790657618926997,1,0,1.25,0.0,1,0.3095980476287182,0.0,0.0,0.0
77,1.3937523529122138,0.20188387823358991,1,0,1.25,0.0,1,0.28761161612975594,0.0,0.0,0.0
78,1.0553066747339916,0.2511267603053744,1,0,1.25,0.0,1,0.33495827839590286,0.0,0.0,0.0
79,0.7274838670148804,0.1119746214709387,1,0,1.25,0.0,1,0.2763793663667725,0.0,0.0,0.0
80,1.1212453702807412,0.10674106447284126,1,0,1.25,0.0,1,0.32197665331748904,0.0,0.0,0.0
81,1.2239524743157109,-0.035843728002241546,1,0,1.25,0.0,1,0.26363296945044434,0.0,0.0,0.0
82,1.156624835070991,0.055988574841043054,1,0,1.25,0.0,1,0.1870284052036904,0.0,0.0,0.0
83,0.9052125656590353,0.06563471516384464,1,0,1.0,0.0,0,0.1257417181958172,0.0,0.0,0.0
84,0.6971952887617887,0.021963704190250552,1,0,1.0,0.0,0,0.1257417181958172,0.0,0.0,0.0
85,0.8564395837844683,0.005377475809798374,1,0,1.0,0.0,0,0.08014443124510069,0.0,0.0,0.0
86,0.9485614508356601,0.21209922079740165,1,0,1.1445946044697557,0.16066067163306186,0,0.07465481630901918,0.0,0.0,0.0
87,0.8994424355968993,0.08708015137005529,1,0,1.0,0.0,0,0.03213213432661237,0.0,0.0,0.0
88,0.8454735615223725,0.09282111360008388,1,0,1.0,0.0,0,0.03213213432661237,0.0,0.0,0.0
89,0.7220633724059992,0.21864098764866272,1,0,1.0,0.0,0,0.03213213432661237,0.0,0.0,0.0
90,1.1280271989427477,0.22646093694736372,0,1,1.3190393223011003,0.3544881358901115,0,0.10302976150463468,0.0,0.0,0.0
91,1.1587219650193945,-0.007466074809712703,1,0,1.1361303011887136,0.1512558902096819,0,0.10114880521995868,0.0,0.0,0.0
92,1.2222043265094737,0.2514483077946712,1,0,1.25,0.0,1,0.19587933208078767,0.0,0.0,0.0
93,1.0374075248708226,0.06320098502951904,1,0,1.25,0.0,1,0.21600103406085597,0.0,0.0,0.0
94,1.119988303632533,0.23979738308910678,1,0,1.25,0.0,1,0.2879581714051839,0.0,0.0,0.0
95,1.0522393756320394,0.28447944828028915,1,0,1.25,0.0,1,0.2844043090096273,0.0,0.0,0.0
96,0.8611700960094048,-0.03729635074227536,1,0,1.25,0.0,1,0.25415313096769093,0.0,0.0,0.0
97,0.9872015268526546,0.1289328986162037,1,0,1.25,0.0,1,0.18264948920063362,0.0,0.0,0.0
98,0.9730272436881473,-0.05612259918217535,1,0,1.0,0.0,0,0.16252778722056532,0.0,0.0,0.0
99,1.079607523741449,0.1223199032284207,1,0,1.1817346842728829,0.20192742696986987,0,0.13095613527021133,0.0,0.0,0.0
100,1.18371192032508,0.017880048045013502,1,0,1.1814327715330841,0.20159196837009352,0,0.10393076416176435,0.0,0.0,0.0
101,1.0720072554700675,-0.05941770439881005,1,0,1.0113305959641317,0.012589551071257477,0,0.10644867437601584,0.0,0.0,0.0
102,1.1492027666052358,-0.0314899650036224,1,0,1.105941521441452,0.11771280160161335,0,0.10676434960256684,0.0,0.0,0.0
103,1.3625509210490163,0.18894332588409515,1,0,1.25,0.0,1,0.21706319898918913,0.0,0.0,0.0
104,1.037314419514169,0.10265067909226092,1,0,1.25,0.0,1,0.20467073331650115,0.0,0.0,0.0
105,1.1335498896662006,0.016414460336619335,1,0,1.25,0.0,1,0.19434520964304647,0.0,0.0,0.0
106,1.0409327324335227,-0.07484836872258627,1,0,1.25,0.0,1,0.19182729942879498,0.0,0.0,0.0
107,1.2265962146288012,0.21071171837163574,1,0,1.25,0.0,1,0.2557463257085597,0.0,0.0,0.0
108,1.0518029525184778,-0.0614200346612174,1,0,1.0,0.0,0,0.1454474763219374,0.0,0.0,0.0
109,0.6637866227772177,-0.05079187424817642,1,0,1.0,0.0,0,0.11745445660065142,0.0,0.0,0.0
110,1.0614959086232405,0.13059242066168655,1,0,1.1728794963564344,0.19208832928492714,0,0.12587925245707282,0.0,0.0,0.0
111,1.2116666549031772,0.040122727498335925,0,1,1.226610444161362,0.25178938240151316,0,0.17623712893737548,0.0,0.0,0.0
112,1.1178540637614343,0.14290202446498768,0,1,1.2346804794037798,0.26075608822642193,0,0.14092675998257245,0.0,0.0,0.0
113,1.042830260310544,0.14605793368223563,1,0,1.1699993745935016,0.18888819399277956,0,0.17870439878112837,0.0,0.0,0.0
114,1.2048463764974051,0.026425491594629424,1,0,1.25,0.0,1,0.22495877239953527,0.0,0.0,0.0
115,0.7793817367884104,0.0850679380480169,1,0,1.25,0.0,1,0.18654110654254982,0.0,0.0,0.0
116,1.2374672696408,0.25136128103566246,1,0,1.25,0.0,1,0.2339489401975397,0.0,0.0,0.0
117,1.0618780778682837,0.24452030808109573,1,0,1.25,0.0,1,0.24307739974213122,0.0,0.0,0.0
118,1.0588422178072723,0.26949280873411163,1,0,1.25,0.0,1,0.27096676625185206,0.0,0.0,0.0
119,0.8834283826882305,0.27882544939761056,1,0,1.25,0.0,1,0.2571631590506134,0.0,0.0,0.0
